"Corey Hicks","ECON-2309"
"Rhonda Estes","CHEM-2928"
"Danielle Merritt","COGS-8734"
"Vanessa Carpenter","ECSE-4476"
"Vanessa Carpenter","LANG-2506"
"Vanessa Carpenter","MATH-7348"
"Lauren Ward","MATH-1529"
"Lauren Ward","PSYC-1245"
"Kenneth Murphy","MATH-2368"
"Miguel Castro","ECON-7884"
"Miguel Castro","ITEC-4204"
"Miguel Castro","ECSE-2513"
"Kimberly Wolf","ARCH-3471"
"Kimberly Wolf","CHEM-3010"
"Kimberly Wolf","ARCH-4095"
"Eric Campbell","ECON-5724"
"Eric Campbell","ECSE-1448"
"Eric Campbell","BIOL-7259"
"Gary Powers","LANG-8022"
"Gary Powers","MATH-6845"
"Gary Powers","ARCH-1459"
"Valerie Willis","BIOL-1831"
"Wanda Smith","BIOL-1831"
"Wanda Smith","ENGR-3201"
"Jason Phelps","CSCI-8521"
"Jason Phelps","STSO-4652"
"Kimberly Holt","ARCH-7771"
"Kimberly Holt","PSYC-9000"
"William Steele","COGS-6784"
"William Steele","MATH-3637"
"William Steele","ITEC-2113"
"Chase Wood","CHEM-4190"
"Chase Wood","ARCH-2028"
"Michael Lawrence","MGMT-7935"
"Jeffery Hoffman","MATH-4441"
"Lisa Walters","BIOL-4505"
"Lisa Walters","ITEC-7311"
"Candace Hines","ENGR-4735"
"Candace Hines","ENGR-1635"
"Renee Lawson","STSO-2289"
"Ellen Ryan","PSYC-3225"
"Marcus Burke","STSO-9918"
"Joseph Mccarty","BIOL-7132"
"Joseph Mccarty","BIOL-5439"
"Joseph Mccarty","ENGR-9767"
"Jonathan Farley","ENGR-3917"
"Jonathan Farley","COGS-5787"
"Jonathan Farley","LANG-2986"
"Christina Christensen","ARCH-6646"
"Christina Christensen","STSO-2285"
"Christopher Robinson","BIOL-5691"
"Christopher Robinson","ENGR-1635"
"Katelyn Walsh","ARCH-9532"
"Katelyn Walsh","ARCH-8827"
"Donald Harris","BIOL-6544"
"Jamie Jenkins","MATH-3141"
"Jamie Jenkins","CSCI-7466"
"Jamie Jenkins","ARCH-8716"
"Heather Flynn","MGMT-4156"
"Carlos Green","PSYC-4937"
"Carlos Green","MGMT-4523"
"Carlos Green","BIOL-7259"
"Erika Russo MD","CSCI-6373"
"Erika Russo MD","PSYC-5214"
"Erika Russo MD","CSCI-5108"
"Willie Brown","BIOL-6850"
"Erin Bailey","CSCI-2314"
"John Waters","COGS-8020"
"John Waters","PSYC-5629"
"Regina Griffin","PSYC-6778"
"Regina Griffin","ENGR-8675"
"Katrina Snyder","ITEC-8473"
"Karl Sullivan","ENGR-4719"
"Karl Sullivan","LANG-8717"
"Mrs. Ashley Hobbs","MATH-1176"
"Katherine Garcia","MGMT-6019"
"Michael Cantrell","ITEC-8310"
"Michael Cantrell","ECSE-2020"
"Michael Cantrell","MATH-2368"
"Brad Russell","LANG-8022"
"Brad Russell","CSCI-7466"
"Matthew Stewart","LANG-8371"
"Matthew Stewart","ITEC-7329"
"Trevor Rodgers","STSO-4114"
"Mr. David Henry","LANG-5940"
"Megan Wilkerson","BIOL-1791"
"Megan Wilkerson","CSCI-5817"
"Nicholas Vasquez","STSO-6131"
"Nicholas Vasquez","ENGR-5199"
"Nicholas Vasquez","ECSE-1636"
"Teresa Harrison","ITEC-8051"
"Mark Patterson","ECSE-1386"
"Mark Patterson","CHEM-6026"
"Mark Patterson","ARCH-8318"
"Michael Robles","ECSE-8896"
"Michael Robles","STSO-5426"
"Casey Barnes","COGS-7105"
"Casey Barnes","ECSE-7016"
"Casey Barnes","STSO-1233"
"Michelle Kim","CSCI-7466"
"Michelle Kim","CSCI-5942"
"Tyler Franklin","ENGR-8600"
"Tyler Franklin","LANG-2700"
"Tyler Franklin","MATH-7431"
"Eduardo Burke","PSYC-2602"
"Philip Chandler","ECON-9226"
"Philip Chandler","ENGR-4438"
"Philip Chandler","STSO-5426"
"Ashley Tyler","ECSE-9083"
"Erica George MD","PSYC-2589"
"James Moore","ITEC-8262"
"James Moore","CSCI-6836"
"Caitlin Henry","ITEC-8172"
"Karen Saunders","MGMT-7935"
"Karen Saunders","PSYC-5629"
"Karen Saunders","ENGR-4532"
"Mr. David Mullins","MGMT-4731"
"Mr. David Mullins","LANG-2700"
"Robert Ramirez","ITEC-9236"
"Robert Ramirez","CSCI-5496"
"Danielle Daniels","ITEC-8262"
"Danielle Daniels","ARCH-8899"
"Danielle Daniels","CHEM-2928"
"Andrew Gonzalez","CSCI-1018"
"George Molina","MATH-6400"
"Nicholas Gutierrez","LANG-5712"
"Stephen Adams","PSYC-2202"
"Thomas Brock","STSO-6481"
"Thomas Brock","LANG-6004"
"Thomas Brock","MATH-6618"
"Jason Wood","COGS-8523"
"Jason Wood","BIOL-4570"
"Holly Roberts","CSCI-2314"
"Michael Stevens","ITEC-6476"
"Tammy Tran","MGMT-4088"
"Tammy Tran","ENGR-5199"
"William Garza","ITEC-8473"
"Melissa Cline","ITEC-4356"
"Melissa Cline","COGS-7376"
"Melissa Cline","BIOL-4570"
"Christian Walker","PSYC-6095"
"Christian Walker","BIOL-1791"
"Christian Walker","STSO-4652"
"Joshua Johnson","ITEC-8051"
"Andrea Steele","MGMT-6905"
"Juan Hart","ITEC-6476"
"Jennifer Green","MATH-8780"
"Jennifer Green","MGMT-5005"
"Jennifer Green","MATH-7370"
"Stephen Wood","MGMT-7035"
"Stephen Wood","LANG-8371"
"Stephen Wood","BIOL-7780"
"Mark Nunez","BIOL-1642"
"Angela Hodges","STSO-8763"
"Angela Hodges","ENGR-8675"
"Heather Rojas","MGMT-4156"
"Heather Rojas","MATH-4421"
"Monica Myers","ARCH-1451"
"Amanda Martinez","ARCH-8859"
"Amanda Martinez","ARCH-9532"
"Amanda Martinez","BIOL-6102"
"Angela Richards","COGS-3027"
"Angela Richards","LANG-6372"
"Colleen Santiago","CSCI-9994"
"Colleen Santiago","ITEC-8473"
"Dennis Thompson","ITEC-8257"
"Dennis Thompson","ECSE-2020"
"Dennis Thompson","MATH-4421"
"James Duran","LANG-3326"
"James Duran","LANG-8823"
"James Duran","ARCH-1215"
"Theresa Casey","CSCI-9025"
"Theresa Casey","LANG-8421"
"Theresa Casey","MATH-1743"
"Krystal Dorsey","CSCI-7466"
"Krystal Dorsey","ECSE-1095"
"Krystal Dorsey","BIOL-8579"
"Ana Sanchez","COGS-8356"
"Ana Sanchez","COGS-8734"
"Ana Sanchez","COGS-2151"
"Brandon Weiss","LANG-7015"
"Michael Johns","ENGR-8600"
"Dr. Nicole Williams","ECON-5832"
"Ashley Turner","MATH-7947"
"Mrs. Emily Young","CHEM-2050"
"Mrs. Emily Young","CHEM-4190"
"Mary Cobb","STSO-4449"
"Mary Cobb","CHEM-4108"
"Mary Cobb","MGMT-7867"
"Kimberly Lewis","MGMT-9402"
"Kimberly Lewis","LANG-9659"
"Jill Harvey","MATH-1034"
"Jill Harvey","ECON-8031"
"Jill Harvey","STSO-3347"
"Oscar Leonard","CSCI-7449"
"Oscar Leonard","ECSE-5405"
"Oscar Leonard","ARCH-8318"
"Teresa Schneider","ITEC-9309"
"Teresa Schneider","ENGR-3569"
"Teresa Schneider","MATH-7370"
"Kim Morrison","LANG-8454"
"Kim Morrison","ITEC-2954"
"Larry Scott","COGS-7428"
"Larry Scott","BIOL-7893"
"Lori Evans","ARCH-9777"
"Lori Evans","CSCI-5817"
"Lori Evans","MATH-8929"
"Brian Johnson","ENGR-6802"
"Brian Johnson","ENGR-5513"
"Brian Johnson","MATH-3141"
"Michael Walsh","PSYC-8966"
"Michael Walsh","ECSE-5405"
"Michael Walsh","LANG-8290"
"Nicholas Wilkins","MGMT-7218"
"Nicholas Wilkins","ECSE-5405"
"Michael Arroyo","BIOL-5770"
"Michael Arroyo","MATH-3815"
"Kelli Hill","COGS-7973"
"Kelli Hill","CSCI-8621"
"Kelli Hill","MGMT-7035"
"Jamie Brown","ITEC-8051"
"Ryan Atkinson","ENGR-9994"
"Ryan Atkinson","CHEM-1167"
"Brandon Williams","COGS-7428"
"Brandon Williams","MGMT-8335"
"Brandon Williams","MGMT-2893"
"Marie Long","CSCI-8210"
"Marie Long","STSO-9302"
"Marie Long","COGS-9534"
"Stacy Sellers","ITEC-8310"
"Stacy Sellers","STSO-4937"
"Jeffrey Thompson","CHEM-1664"
"Jeffrey Thompson","ARCH-9777"
"James Bell","COGS-8523"
"Brett Young","CSCI-7466"
"Michelle Baker","ECON-2309"
"Michelle Baker","COGS-9739"
"Dana Alexander","ITEC-1710"
"Lori Patel","MATH-5784"
"Lori Patel","PSYC-8966"
"Lori Patel","PSYC-2589"
"Wendy Smith","CHEM-2381"
"Wendy Smith","ENGR-2287"
"Cathy Morris","ENGR-5513"
"Kristy Jackson","ECON-7884"
"Kristy Jackson","MGMT-1920"
"Patricia Curtis","CHEM-8368"
"Patricia Curtis","ENGR-3569"
"Patricia Curtis","COGS-8225"
"Karen Thompson","CHEM-2702"
"Karen Thompson","STSO-4449"
"Jonathan Daniel","ENGR-8600"
"Jonathan Daniel","MATH-6845"
"Angela Villegas","ECSE-8896"
"Angela Villegas","MGMT-7218"
"Angela Villegas","MATH-1278"
"Eric Walter","STSO-8763"
"Eric Walter","ARCH-8859"
"Natalie Griffin","LANG-8022"
"Jessica Spencer","LANG-5884"
"Jessica Spencer","ITEC-4585"
"Jasmine White MD","BIOL-7780"
"Billy Duran","COGS-7376"
"Billy Duran","CSCI-2314"
"Elizabeth Thomas","LANG-8823"
"Elizabeth Thomas","STSO-8868"
"Elizabeth Thomas","STSO-4652"
"John Mills","CSCI-3088"
"Marc Nguyen","COGS-4971"
"Marc Nguyen","COGS-2588"
"Marc Nguyen","ENGR-7539"
"Ashley Grant","CHEM-7172"
"Ashley Grant","CSCI-7449"
"Ashley Grant","LANG-8457"
"Mark Kennedy","CSCI-5496"
"Mark Kennedy","ITEC-2147"
"Caroline Snyder","ECSE-8671"
"Susan Beasley","BIOL-6746"
"Susan Beasley","ECON-6159"
"Jessica Davis","CHEM-2549"
"Jessica Davis","CSCI-3954"
"Jessica Davis","MGMT-3198"
"Brian Lynch","BIOL-6850"
"Brian Lynch","LANG-3075"
"Teresa Black","ENGR-8224"
"Teresa Black","ECSE-2513"
"Teresa Black","ARCH-5185"
"Heidi Henry","ENGR-8600"
"Heidi Henry","BIOL-1626"
"Christina Rodgers","ARCH-9777"
"Christina Rodgers","STSO-2016"
"Christina Rodgers","ITEC-3349"
"Emily Everett","LANG-6903"
"Emily Everett","MATH-9856"
"Emily Everett","MATH-2687"
"Manuel Walsh","ARCH-9893"
"Manuel Walsh","MATH-1376"
"Manuel Walsh","MATH-8929"
"Luis Rivera","BIOL-9326"
"Katie Calderon","CHEM-1167"
"Steven Beard","PSYC-1245"
"Steven Beard","CSCI-3373"
"Bradley Hamilton","ARCH-3449"
"Bradley Hamilton","ENGR-5744"
"Bradley Hamilton","ENGR-1635"
"Cole Morgan","ECSE-1386"
"Cole Morgan","PSYC-1613"
"Donna Barrett","MATH-4708"
"Ashlee Clarke","MATH-1278"
"Ashlee Clarke","CHEM-8164"
"Ashlee Clarke","STSO-4048"
"Kevin Marsh","ECON-7915"
"Kevin Marsh","ECON-9864"
"Kevin Marsh","CSCI-9025"
"Katrina Juarez","CSCI-5675"
"Katrina Juarez","MATH-7607"
"Katrina Juarez","COGS-6989"
"Mrs. Loretta Powell","ECON-6075"
"Mrs. Loretta Powell","LANG-8290"
"Wesley Graham","LANG-5712"
"Katrina Schwartz MD","STSO-9918"
"Katrina Schwartz MD","ITEC-8172"
"Tyler Drake","ECON-1550"
"Dr. Adriana Castillo","ARCH-2218"
"Dr. Adriana Castillo","PSYC-4937"
"Scott Robinson","PSYC-1126"
"Scott Robinson","LANG-2700"
"Pamela Nguyen","ARCH-2218"
"Heather Alvarez","ENGR-5199"
"Heather Alvarez","MATH-4708"
"Heather Alvarez","ARCH-4095"
"Kyle Nicholson","CSCI-7913"
"Kyle Nicholson","MGMT-4731"
"Karen Camacho","ENGR-3569"
"Andre Smith","CHEM-2863"
"Andre Smith","ITEC-3349"
"Andre Smith","PSYC-6778"
"Patricia Hart","ARCH-1451"
"Amy Richardson","LANG-8290"
"Amy Richardson","MGMT-2864"
"Joann Kelly","COGS-5283"
"Dennis Lam","BIOL-4003"
"Dennis Lam","PSYC-2602"
"Dr. Tanya Harrison","ARCH-3471"
"Gregory Gallagher","CSCI-2314"
"Gregory Gallagher","MGMT-6951"
"Crystal Welch","ECON-2743"
"Crystal Welch","BIOL-5224"
"Joe Simmons","CHEM-7752"
"Joe Simmons","BIOL-1934"
"Jeremiah Matthews","CSCI-6188"
"Amanda Clayton","PSYC-1662"
"Amanda Clayton","ENGR-2712"
"Janet Williams","ECSE-1587"
"Kimberly Donaldson","BIOL-8858"
"Kimberly Donaldson","COGS-5381"
"Darren Davis","ARCH-2375"
"Brandon Andrade","COGS-1722"
"Angel Ortiz","PSYC-3225"
"Angel Ortiz","ENGR-3283"
"Brianna Lopez","ENGR-6591"
"Brianna Lopez","COGS-5787"
"Nancy Harris","ECON-4172"
"Nancy Harris","PSYC-3225"
"Nancy Harris","ENGR-7539"
"April Butler","PSYC-5629"
"Jeffrey Moreno","CSCI-4384"
"Jeffrey Moreno","ECON-2743"
"Blake Thomas","PSYC-8039"
"Peter Miller","LANG-8290"
"Peter Miller","MATH-4421"
"Robert Roberts","MATH-5784"
"Robert Roberts","ENGR-3283"
"Robert Roberts","BIOL-8384"
"Nancy Spencer","MGMT-7296"
"Nancy Spencer","ENGR-8600"
"Christina Morales","ENGR-4532"
"Christina Morales","MGMT-6951"
"Adrian Gibson","STSO-1589"
"Adrian Gibson","PSYC-9245"
"Dr. Bobby Larson","ARCH-8423"
"Dr. Bobby Larson","CSCI-2314"
"Dr. Bobby Larson","ARCH-3471"
"Rick Braun","BIOL-2584"
"Rick Braun","BIOL-8384"
"Rick Braun","ECSE-5405"
"Brittany Kelly","CSCI-8210"
"Brittany Kelly","CSCI-9994"
"Brittany Kelly","PSYC-4937"
"Russell Gibson","ITEC-1710"
"Russell Gibson","ARCH-1215"
"Morgan Bean","BIOL-7185"
"Morgan Bean","MGMT-7867"
"Lisa Bennett","BIOL-4570"
"Lisa Bennett","PSYC-8482"
"Lisa Bennett","ECON-2743"
"Stephanie Fernandez","COGS-6866"
"Daniel Allen","ITEC-6283"
"John Clark","CHEM-8815"
"John Clark","LANG-8717"
"Erica Williams","ECSE-7622"
"Erica Williams","ITEC-4851"
"Mark Gonzalez","ECSE-5405"
"Mark Gonzalez","MGMT-8492"
"Tammy Moore","ARCH-2218"
"Tammy Moore","ENGR-5513"
"Tammy Moore","ECON-9864"
"Lisa Thomas","MATH-9856"
"Lisa Thomas","ECSE-1095"
"Lisa Thomas","CSCI-8210"
"Gary Perry","LANG-8585"
"Mark Hubbard","COGS-5033"
"Mark Hubbard","COGS-8348"
"Mark Hubbard","ECSE-2513"
"Courtney Austin","MGMT-9757"
"Courtney Austin","CSCI-3954"
"Tyler Mccoy","PSYC-1613"
"Tyler Mccoy","STSO-9302"
"Kristin Best","LANG-8290"
"Kristin Best","ENGR-9363"
"Kristin Best","BIOL-2811"
"Karen Bautista","PSYC-2589"
"Karen Bautista","CSCI-6421"
"Karen Bautista","ARCH-1451"
"Megan Steele","CHEM-2863"
"Keith Molina","CHEM-6026"
"Christopher Bowman","STSO-4785"
"Christopher Bowman","CSCI-6836"
"Christopher Bowman","ITEC-6476"
"Robert Mitchell","ENGR-8600"
"Robert Mitchell","COGS-6513"
"Robert Mitchell","MGMT-4088"
"Megan Burch","ECSE-1095"
"Darius Higgins","LANG-6903"
"Sarah Lewis","CSCI-7913"
"Sarah Lewis","STSO-1233"
"Robert Henderson","ECON-8890"
"Robert Henderson","ITEC-8257"
"Alyssa Mitchell","MGMT-7035"
"Alyssa Mitchell","COGS-5522"
"Alyssa Mitchell","ECON-8010"
"Ethan Horn","COGS-8235"
"Joseph Banks","PSYC-6780"
"Alan Hale","BIOL-1934"
"Pamela Taylor","BIOL-4663"
"David Adams","ARCH-5930"
"David Adams","CHEM-8164"
"David Adams","MGMT-4492"
"Natasha Mooney","ECON-7095"
"Natasha Mooney","LANG-8457"
"Natasha Mooney","ECSE-2020"
"Alexis Cervantes","ENGR-6802"
"Alexis Cervantes","ECON-6300"
"Victoria Conner","PSYC-5841"
"John Marshall","ECON-6075"
"John Marshall","STSO-1233"
"John Marshall","STSO-4905"
"Julie Hansen","ITEC-6040"
"Julie Hansen","ITEC-6283"
"Jill Ellis","MATH-9152"
"Jill Ellis","ITEC-9236"
"Lonnie Herman","PSYC-5214"
"William Riddle","ENGR-7539"
"Michael Mcfarland","ECON-7954"
"Michael Mcfarland","LANG-2436"
"Michael Mcfarland","STSO-8686"
"Steven Leblanc","ECSE-7622"
"Dr. Paula Jones","MATH-8780"
"Steven Johnson","ITEC-6636"
"Steven Johnson","ITEC-9236"
"Jonathan Miller","MATH-9537"
"Jonathan Miller","PSYC-2202"
"Christina Howe","CHEM-2113"
"Lisa Bailey","ITEC-8928"
"Lisa Bailey","LANG-5940"
"Lisa Bailey","PSYC-3552"
"Daniel Smith","CSCI-7853"
"Tina Gonzales","ENGR-3303"
"Tina Gonzales","BIOL-2811"
"Tina Gonzales","ECSE-5397"
"Lauren Robbins","CHEM-2863"
"Lauren Robbins","ITEC-7311"
"Lauren Robbins","ARCH-1594"
"Kevin Evans","ITEC-4204"
"Kevin Evans","PSYC-5841"
"Christy Jones","MATH-9537"
"Christy Jones","MATH-3963"
"Christy Jones","STSO-3679"
"Stephanie Carter","LANG-1143"
"Stephanie Carter","CSCI-9069"
"Thomas Peck","MGMT-1022"
"Kimberly Nguyen","COGS-3567"
"Keith Smith","CSCI-2856"
"Keith Smith","ARCH-4095"
"Kathryn Delgado","CSCI-9069"
"Kathryn Delgado","ECON-6130"
"Kathryn Delgado","ARCH-8859"
"Cindy Watts","MATH-7370"
"Cindy Watts","LANG-5884"
"Omar Roberts","BIOL-5770"
"Omar Roberts","BIOL-1831"
"Kimberly Krueger","BIOL-4570"
"Kimberly Krueger","MATH-1543"
"Tracy Benjamin","CHEM-4785"
"Tracy Benjamin","ECON-7884"
"Erin Owens","BIOL-7185"
"Mrs. Megan Thomas","MATH-2687"
"Mrs. Megan Thomas","STSO-9123"
"Larry Brock","COGS-6989"
"Mrs. Patricia Jones","STSO-4729"
"Ashley Smith","ECON-7954"
"Ashley Smith","CSCI-7466"
"David Dean","ENGR-8224"
"Gregory Williams","STSO-8602"
"Gregory Williams","ENGR-4438"
"Gregory Williams","ENGR-5744"
"Charles Jensen","LANG-2506"
"Barbara Moran","ITEC-8051"
"Barbara Moran","LANG-7113"
"Barbara Moran","MGMT-7867"
"Kayla Harris","ECSE-1636"
"Grace Knox","ARCH-4109"
"Grace Knox","MGMT-4492"
"Grace Knox","MGMT-3375"
"William Cooper","CHEM-4257"
"William Cooper","ENGR-6069"
"Clinton Miller","ECON-8107"
"Clinton Miller","MATH-7431"
"Clinton Miller","MGMT-4731"
"Andrea Le","LANG-5884"
"Andrea Le","MATH-1278"
"Rachel Yates","MGMT-8492"
"Rachel Yates","LANG-8290"
"Rachel Yates","MATH-2687"
"Joel Davis","BIOL-2811"
"Joel Davis","CSCI-5108"
"Joel Davis","COGS-7376"
"David May","MATH-1456"
"Craig Robbins","MATH-3963"
"Elizabeth Moore","ITEC-6476"
"Elizabeth Moore","CHEM-7395"
"Elizabeth Moore","MATH-4421"
"Kevin Summers","STSO-8763"
"Kevin Summers","LANG-8457"
"Kevin Summers","ECSE-6932"
"Jacqueline Tucker","CSCI-3931"
"Robert Wallace","CSCI-6836"
"Dylan Johnson","ARCH-4097"
"Dylan Johnson","ARCH-5932"
"Dylan Johnson","ECSE-2020"
"Jeremy Norton","PSYC-5732"
"Jeremy Norton","ECON-1035"
"Jeremy Norton","BIOL-2584"
"Mason Mendez","BIOL-4505"
"Mason Mendez","COGS-6513"
"Sabrina Young","ECON-2309"
"Sabrina Young","MGMT-7935"
"Katelyn Beck","BIOL-6850"
"Troy Stevens","STSO-3347"
"Troy Stevens","BIOL-6746"
"Troy Stevens","LANG-3978"
"James Jones","MATH-5954"
"Karen Bauer","CSCI-6836"
"Karen Bauer","ITEC-9309"
"Karen Bauer","LANG-5725"
"Michelle Johnson","PSYC-5629"
"Michelle Johnson","ITEC-4585"
"Anne Chapman","ARCH-8899"
"Shawn Solis","MATH-6845"
"Melissa Hernandez DVM","STSO-4449"
"James Rogers","PSYC-1377"
"James Rogers","MATH-7590"
"Jamie Mendez","LANG-8421"
"Jamie Mendez","PSYC-4614"
"Mark Douglas","ECON-2882"
"Michael Townsend","COGS-2588"
"Michael Townsend","BIOL-6544"
"Frank Randolph","PSYC-8966"
"Frank Randolph","CHEM-7395"
"Ashley Trevino","ITEC-5207"
"James Riley","CSCI-1018"
"Jared Chung","LANG-6903"
"Geoffrey Harris","COGS-5522"
"John Cruz","PSYC-3225"
"Tyrone Burke","ITEC-8473"
"David Becker","BIOL-6850"
"David Becker","CHEM-3010"
"Sharon Hanna","ECON-5724"
"Sharon Hanna","MGMT-8335"
"Herbert Patterson","ITEC-9811"
"Herbert Patterson","BIOL-2584"
"Charlene Cole","ECSE-7622"
"Gabrielle Cabrera","STSO-3679"
"Gabrielle Cabrera","MGMT-7667"
"Dr. Randy Shields","BIOL-9326"
"Jack Harrison","PSYC-9000"
"Jack Harrison","COGS-9739"
"Jack Harrison","LANG-2700"
"Dominic Williams","ITEC-4204"
"Dominic Williams","ITEC-3349"
"Dominic Williams","CSCI-6836"
"Sergio Weber","ITEC-4356"
"Sergio Weber","ENGR-8675"
"Felicia Brennan","ITEC-6476"
"Felicia Brennan","CSCI-3764"
"Felicia Brennan","STSO-4729"
"Margaret Leach","LANG-7113"
"Margaret Leach","ECON-9278"
"Patrick Gay","MGMT-6905"
"Patrick Gay","CSCI-2314"
"Patrick Gay","ECON-9226"
"Corey Alvarez","MATH-2687"
"Corey Alvarez","ARCH-2375"
"James Gamble","LANG-4782"
"James Gamble","ITEC-8262"
"Andrew Watkins","ECON-7095"
"Andrew Watkins","MATH-7348"
"Kyle Hicks","LANG-5725"
"George Bailey","COGS-7428"
"George Bailey","MGMT-9757"
"Laura Stewart","PSYC-2181"
"Diana Lopez","CSCI-2856"
"Debra Davis","ECON-9864"
"Jared Tucker","BIOL-1642"
"Mary Reyes","MATH-4421"
"Kathleen Smith","MGMT-7667"
"Kathleen Smith","BIOL-6746"
"Kara Cobb","CHEM-4108"
"Kara Cobb","BIOL-4505"
"Kara Cobb","CSCI-3954"
"Faith Craig","CSCI-6421"
"Faith Craig","ECON-7095"
"Lisa Davis","ECON-6159"
"Lisa Davis","MGMT-6267"
"Lisa Davis","BIOL-2663"
"Lisa Morton","PSYC-7918"
"Samuel Martinez","STSO-4449"
"Samuel Martinez","STSO-2289"
"Samuel Martinez","ITEC-2037"
"Kelly Shaffer","BIOL-5691"
"Kelly Shaffer","PSYC-4614"
"Michelle Rice","CSCI-8621"
"Michelle Rice","ARCH-1594"
"Michelle Rice","MGMT-6905"
"Charles Haynes","PSYC-3552"
"Kelly West","ENGR-4735"
"Kelly West","COGS-8348"
"Samantha Lambert","STSO-7626"
"Samantha Lambert","ITEC-2303"
"Samantha Lambert","MATH-3815"
"Robert Reilly","LANG-8290"
"Robert Reilly","ARCH-6646"
"Robert Reilly","ARCH-5377"
"Brandon Baker","CSCI-1018"
"Brandon Baker","BIOL-8858"
"Brandon Baker","ENGR-9547"
"Morgan Olson","ENGR-9485"
"Morgan Olson","MATH-8929"
"Cassandra Sullivan","ARCH-9532"
"Cassandra Sullivan","PSYC-8039"
"Cassandra Sullivan","MATH-4421"
"Nicole Perez","ENGR-3569"
"Nicole Perez","PSYC-6095"
"Pamela Keller","BIOL-2663"
"Pamela Keller","ENGR-3303"
"Tammy Wilson","MGMT-3198"
"Tammy Wilson","LANG-1220"
"Elizabeth Griffith","BIOL-2584"
"Andrea Bradford","ITEC-9309"
"Kyle Kline","MGMT-5550"
"Ashley Donaldson","LANG-6359"
"Jennifer Ford","MATH-7370"
"Jennifer Ford","ENGR-3917"
"Bill Griffin","STSO-8602"
"Bill Griffin","ITEC-6420"
"Jonathan Clark","PSYC-2202"
"Cynthia Hall","CHEM-3010"
"Cynthia Hall","MGMT-2893"
"Cynthia Hall","BIOL-3117"
"Wesley Arellano","ITEC-4356"
"Wesley Arellano","PSYC-3552"
"Wesley Arellano","MGMT-3558"
"Deanna Smith","BIOL-5691"
"Deanna Smith","COGS-6866"
"Deanna Smith","MGMT-2893"
"John Sawyer","CHEM-2113"
"John Sawyer","ENGR-6591"
"James Johnson","COGS-2397"
"Elizabeth Smith","BIOL-6820"
"Leslie Benson","MGMT-1745"
"Leslie Benson","MGMT-6905"
"Leslie Benson","MATH-4441"
"Janice Oliver","BIOL-4657"
"Jacqueline Dennis","ENGR-4438"
"Jacqueline Dennis","ARCH-9727"
"Erica Gomez","ECSE-5461"
"Erica Gomez","COGS-5283"
"Erica Gomez","CSCI-5817"
"Catherine Cline","MATH-3637"
